timestamp,temperature,humidity
2025-04-16T14:21:46.096353,27.2,75.8
2025-04-16T14:21:51.212706,27.2,75.8
2025-04-16T14:21:55.307399,27.2,75.8
2025-04-16T14:21:59.689637,27.2,75.8
2025-04-16T14:22:03.704634,27.2,75.8
2025-04-16T14:22:07.820007,27.2,75.8
2025-04-16T14:22:11.898450,27.2,75.9
2025-04-16T14:22:15.993735,27.2,75.8
2025-04-16T14:22:20.607369,27.2,75.8
2025-04-16T14:22:24.592132,27.2,75.8
2025-04-16T14:22:28.690364,27.2,75.8
2025-04-16T14:22:32.786261,27.2,75.8
2025-04-16T14:22:36.880804,27.2,75.8
2025-04-16T14:22:40.827201,27.2,75.8
2025-04-16T14:22:44.662770,27.2,75.8
2025-04-16T14:22:48.758005,27.2,75.9
2025-04-16T14:22:52.573315,27.2,75.9
2025-04-16T14:22:56.482189,27.2,75.9
2025-04-16T14:23:00.639771,27.2,75.9
2025-04-16T14:23:04.733630,27.2,76.0
2025-04-16T14:23:08.624060,27.2,76.0
2025-04-16T14:23:12.718814,27.2,76.0
2025-04-16T14:23:16.578631,27.2,76.0
2025-04-16T14:23:20.705978,27.2,76.0
2025-04-16T14:23:24.599910,27.2,76.1
2025-04-16T14:23:28.696365,27.2,76.0
2025-04-16T14:23:32.789791,27.2,76.1
2025-04-16T14:23:36.886233,27.2,76.1
2025-04-16T14:23:40.836117,27.2,76.1
2025-04-16T14:23:44.876385,27.2,76.1
2025-04-16T14:23:48.967781,27.1,76.1
2025-04-16T14:23:53.063538,27.2,76.1
2025-04-16T14:23:57.101262,27.2,76.1
2025-04-16T14:24:01.050907,27.2,76.1
2025-04-16T14:24:05.054807,27.2,76.2
2025-04-16T14:24:10.474231,27.2,76.2
2025-04-16T14:24:14.337083,27.2,76.2
2025-04-16T14:24:18.332652,27.2,76.2
2025-04-16T14:24:22.318795,27.2,76.2
2025-04-16T14:24:26.327773,27.2,76.2
2025-04-16T14:24:30.336409,27.2,76.2
2025-04-16T14:24:34.433840,27.2,76.2
2025-04-16T14:24:38.527895,27.2,76.2
2025-04-16T14:24:42.419017,27.2,76.2
2025-04-16T14:24:46.515062,27.2,76.2
2025-04-16T14:24:50.610922,27.2,76.2
2025-04-16T14:24:54.706673,27.2,76.2
2025-04-16T14:24:59.006792,27.2,76.2
2025-04-16T14:25:02.878050,27.2,76.1
2025-04-16T14:25:06.791021,27.2,76.2
2025-04-16T14:25:10.885458,27.2,76.2
2025-04-16T14:25:14.842956,27.2,76.2
2025-04-16T14:25:18.874315,27.2,76.2
2025-04-16T14:25:22.969427,27.2,76.1
2025-04-16T14:25:27.063739,27.2,76.2
2025-04-16T14:25:31.168919,27.2,76.2
2025-04-16T14:25:35.845400,27.2,76.2
2025-04-16T14:25:39.966370,27.1,76.2
2025-04-16T14:25:44.061559,27.1,76.2
2025-04-16T14:25:48.059156,27.1,76.2
2025-04-16T14:25:52.017369,27.1,76.2
2025-04-16T14:25:56.146696,27.1,76.3
2025-04-16T14:26:00.241520,27.1,76.3
2025-04-16T14:26:04.131051,27.1,76.3
2025-04-16T14:26:08.229156,27.1,76.3
2025-04-16T14:26:12.264860,27.1,76.3
2025-04-16T14:26:16.010578,27.1,76.4
2025-04-16T14:26:19.885438,27.1,76.4
2025-04-16T14:26:23.997518,27.1,76.4
2025-04-16T14:26:27.887971,27.1,76.5
2025-04-16T14:26:31.882154,27.1,76.4
2025-04-16T14:26:36.181888,27.1,76.4
2025-04-16T14:26:40.186418,27.1,76.4
2025-04-16T14:26:44.270321,27.1,76.5
2025-04-16T14:26:48.164332,27.1,76.5
2025-04-16T14:26:52.100915,27.1,76.4
2025-04-16T14:26:56.149051,27.1,76.5
2025-04-16T14:27:03.726180,27.1,76.4
2025-04-16T14:27:10.742386,27.1,76.4
2025-04-16T14:27:18.267051,27.1,76.4
2025-04-16T14:27:24.821214,27.1,76.4
2025-04-16T14:27:29.043042,27.1,76.4
2025-04-16T14:27:35.687048,27.1,76.5
2025-04-16T14:27:39.773685,27.1,76.5
2025-04-16T14:27:43.603169,27.1,76.5
2025-04-16T14:27:47.759229,27.1,76.5
2025-04-16T14:27:51.668364,27.1,76.5
2025-04-16T14:27:55.538480,27.1,76.5
2025-04-16T14:27:59.636458,27.1,76.5
2025-04-16T14:28:03.732689,27.1,76.4
2025-04-16T14:28:07.633170,27.1,76.5
2025-04-16T14:28:11.718266,27.1,76.4
2025-04-16T14:28:15.628363,27.1,76.4
2025-04-16T14:28:19.705875,27.1,76.4
2025-04-16T14:28:23.802096,27.1,76.4
2025-04-16T14:28:27.718497,27.1,76.4
